	Time 			Values

	50 		[0, 3.2445511566128725e-07, 9.202726916928543e-07, 2.1630341044084423e-07, 3.067575638982308e-07, 3.605056840680505e-08, 0]
	51 		[0, 6.902045187696407e-07, 2.43341336745955e-07, 4.6013634584688664e-07, 8.111377891531485e-08, 7.66893909745577e-08, 0]
	52 		[0, 1.8250600255946625e-07, 5.176533890775751e-07, 1.216706683729749e-07, 1.7255112969263995e-07, 2.0278444728828713e-08, 0]
	53 		[0, 3.882400418081814e-07, 1.3687950191959774e-07, 2.588266945388737e-07, 4.5626500639865267e-08, 4.313778242315999e-08, 0]
	54 		[0, 1.0265962643969831e-07, 2.911800313562006e-07, 6.843975095979838e-08, 9.706001045208841e-08, 1.1406625159966317e-08, 0]
	55 		[0, 2.1838502351715044e-07, 7.699471982977336e-08, 1.4559001567811644e-07, 2.5664906609924333e-08, 2.4265002613022103e-08, 0]
	56 		[0, 5.7746039872330025e-08, 1.6378876763787493e-07, 3.8497359914886595e-08, 5.45962558792957e-08, 6.416226652481083e-09, 0]
	57 		[0, 1.228415757284062e-07, 4.330952990424745e-08, 8.18943838189405e-08, 1.443650996808246e-08, 1.3649063969823924e-08, 0]
	58 		[0, 3.248214742818559e-08, 9.213118179630691e-08, 2.1654764952123705e-08, 3.0710393932103065e-08, 3.609127492020615e-09, 0]
	59 		[0, 6.909838634723018e-08, 2.4361610571139174e-08, 4.606559089815403e-08, 8.120536857046387e-09, 7.677598483025766e-09, 0]
	60 		[0, 1.827120792835438e-08, 5.1823789760423064e-08, 1.2180805285569584e-08, 1.7274596586807834e-08, 2.0301342142615967e-09, 0]
	61 		[0, 3.88678423203173e-08, 1.3703405946265782e-08, 2.591189488021164e-08, 4.567801982088593e-09, 4.3186491467019584e-09, 0]
	62 		[0, 1.0277554459699337e-08, 2.9150881740238053e-08, 6.85170297313289e-09, 9.716960580079379e-09, 1.1419504955221483e-09, 0]
	63 		[0, 2.186316130517854e-08, 7.708165844774503e-09, 1.4575440870119046e-08, 2.5693886149248338e-09, 2.4292401450198448e-09, 0]
	64 		[0, 5.781124383580877e-09, 1.639737097888392e-08, 3.854082922387251e-09, 5.465790326294645e-09, 6.423471537312084e-10, 0]
	65 		[0, 1.229802823416294e-08, 4.3358432876856584e-09, 8.198685489441963e-09, 1.445281095895219e-09, 1.3664475815736612e-09, 0]
	66 		[0, 3.251882465764244e-09, 9.223521175622206e-09, 2.167921643842829e-09, 3.0745070585407365e-09, 3.6132027397380473e-10, 0]
	67 		[0, 6.917640881716655e-09, 2.4389118493231826e-09, 4.611760587811103e-09, 8.129706164410606e-10, 7.686267646351841e-10, 0]
	68 		[0, 1.8291838869923868e-09, 5.188230661287491e-09, 1.219455924661591e-09, 1.7294102204291641e-09, 2.0324265411026515e-10, 0]
	69 		[0, 3.891172995965619e-09, 1.37188791524429e-09, 2.594115330643746e-09, 4.572959717480967e-10, 4.3235255510729103e-10, 0]
	70 		[0, 1.0289159364332176e-09, 2.9183797469742146e-09, 6.859439576221451e-10, 9.727932489914047e-10, 1.1432399293702418e-10, 0]
	71 		[0, 2.188784810230661e-09, 7.716869523249132e-10, 1.459189873487107e-09, 2.572289841083044e-10, 2.431983122478512e-10, 0]
	72 		[0, 5.787652142436849e-10, 1.6415886076729955e-09, 3.8584347616245657e-10, 5.471962025576652e-10, 6.43072460270761e-11, 0]
	73 		[0, 1.2311914557547466e-09, 4.340739106827637e-10, 8.207943038364977e-10, 1.446913035609212e-10, 1.367990506394163e-10, 0]
	74 		[0, 3.2555543301207276e-10, 9.2339359181606e-10, 2.1703695534138185e-10, 3.0779786393868665e-10, 3.61728258902303e-11, 0]
	75 		[0, 6.92545193862045e-10, 2.441665747590546e-10, 4.6169679590803e-10, 8.13888582530182e-11, 7.694946598467166e-11, 0]
	76 		[0, 1.8312493106929092e-10, 5.194088953965337e-10, 1.2208328737952732e-10, 1.7313629846551122e-10, 2.034721456325455e-11, 0]
	77 		[0, 3.895566715474003e-10, 1.3734369830196822e-10, 2.5970444769826687e-10, 4.578123276732274e-11, 4.3284074616377806e-11, 0]
	78 		[0, 1.0300777372647617e-10, 2.9216750366055025e-10, 6.86718491509841e-11, 9.738916788685008e-11, 1.1445308191830684e-11, 0]
	79 		[0, 2.1912562774541268e-10, 7.725583029485712e-11, 1.4608375183027512e-10, 2.5751943431619036e-11, 2.434729197171252e-11, 0]
	80 		[0, 5.794187272114284e-11, 1.6434422080905952e-10, 3.862791514742856e-11, 5.478140693635318e-11, 6.437985857904759e-12, 0]
	81 		[0, 1.2325816560679464e-10, 4.345640454085713e-11, 8.217211040452977e-11, 1.4485468180285712e-11, 1.3695351734088294e-11, 0]
	82 		[0, 3.259230340564285e-11, 9.2443624205096e-11, 2.172820227042857e-11, 3.0814541401698666e-11, 3.621367045071428e-12, 0]
	83 		[0, 6.9332718153822e-11, 2.444422755423214e-11, 4.6221812102548e-11, 8.148075851410713e-12, 7.703635350424667e-12, 0]
	84 		[0, 1.8333170665674106e-11, 5.1999538615366495e-11, 1.2222113777116067e-11, 1.7333179538455497e-11, 2.037018962852678e-12, 0]
	85 		[0, 3.899965396152487e-11, 1.3749877999255575e-11, 2.5999769307683244e-11, 4.583292666418525e-12, 4.333294884613874e-12, 0]
	86 		[0, 1.0312408499441681e-11, 2.9249740471143654e-11, 6.874938999627787e-12, 9.749913490381216e-12, 1.1458231666046312e-12, 0]
	87 		[0, 2.193730535335774e-11, 7.73430637458126e-12, 1.4624870235571827e-11, 2.5781021248604202e-12, 2.437478372595304e-12, 0]
	88 		[0, 5.800729780935945e-12, 1.6452979015018304e-11, 3.867153187290631e-12, 5.484326338339435e-12, 6.445255312151051e-13, 0]
	89 		[0, 1.2339734261263728e-11, 4.350547335701959e-12, 8.226489507509153e-12, 1.4501824452339866e-12, 1.3710815845848588e-12, 0]
	90 		[0, 3.2629105017764695e-12, 9.254800695947798e-12, 2.1752736678509797e-12, 3.0849335653159327e-12, 3.6254561130849666e-13, 0]
	91 		[0, 6.941100521960848e-12, 2.4471828763323522e-12, 4.627400347973899e-12, 8.157276254441174e-13, 7.712333913289832e-13, 0]
	92 		[0, 1.835387157249264e-12, 5.205825391470636e-12, 1.2235914381661761e-12, 1.7352751304902125e-12, 2.0393190636102934e-13, 0]
	93 		[0, 3.904369043602977e-12, 1.3765403679369482e-12, 2.6029126957353183e-12, 4.588467893123161e-13, 4.338187826225531e-13, 0]
	94 		[0, 1.032405275952711e-12, 2.9282767827022328e-12, 6.882701839684743e-13, 9.760922609007443e-13, 1.1471169732807904e-13, 0]
	95 		[0, 2.1962075870266748e-12, 7.743039569645335e-13, 1.4641383913511164e-12, 2.581013189881778e-13, 2.4402306522518606e-13, 0]
	96 		[0, 5.807279677234001e-13, 1.6471556902700057e-12, 3.871519784822667e-13, 5.490518967566687e-13, 6.452532974704445e-14, 0]
	97 		[0, 1.2353667677025044e-12, 4.355459757925501e-13, 8.235778451350029e-13, 1.4518199193085e-13, 1.3726297418916717e-13, 0]
	98 		[0, 3.2665948184441257e-13, 9.265250757768784e-13, 2.1777298789627505e-13, 3.088416919256261e-13, 3.62954979827125e-14, 0]
